,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,756630,"Digitalización, Revisión, Dictaminación y Actualización de Documentación legal d",19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N1-2015,2015-02-18 00:00:00 GMT,2015-02-04 12:29,2015-02-11 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,693565,"Digitalización, Revisión, Dictaminación y Actualización de Documentación legal de los contratistas de APIVER 2015",2015-03-02,2015-12-30,1114011.6,MXN,Activo,No,,,,2015-02-25 00:00:00 GMT,0,0,0,1409J3E0004,No MIPYME,"Constructora y Consultora Eliuth, S.A. de C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510880
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790641,SERVICIO DE RADIOLOCALIZACION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N53-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714004,SERVICIO DE RADIOLOCALIZACION ,2015-03-01,2015-03-31,29480.93,MXN,Expirado,No,,,,2015-03-23 00:00:00 GMT,0,0,0,,No MIPYME,COMUNICACIONES NEXTEL DE MEXICO SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536107
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783908,SERVICIO TELEFONICO CONVENCIONAL,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N42-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708644,SERVICIO TELEFONICO CONVENCIONAL ,2015-03-01,2015-03-31,28041.91,MXN,Expirado,No,,,,2015-03-11 00:00:00 GMT,0,0,0,,No MIPYME,Teléfonos de México S.A.B de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=531184
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777607,SERVICIOS DE APOYO EN MEDIOS Y SISTEMAS INFORMATIVOS EN EL PERIODO 2015,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N33-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703617,SERVICIOS DE APOYO EN MEDIOS Y SISTEMAS INFORMATIVOS EN EL PERIODO 2015 ,2015-03-01,2015-12-31,180000,MXN,Activo,No,,,,2015-02-24 00:00:00 GMT,0,0,0,,Micro,CRUZ LOPEZ PEDRO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526519
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777618,RENOVACION DE POLIZA DE SOPORTE PARA LOS BALANCEADORES DE CARGA BARRACUDA LINK 3,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N37-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703693,RENOVACION DE POLIZA DE SOPORTE PARA LOS BALANCEADORES DE CARGA BARRACUDA LINK 3 ,2015-02-25,2015-03-07,133738.08,MXN,Expirado,No,,,,2015-02-25 00:00:00 GMT,0,0,0,,Pequeña,REDISEGNO.COM SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526585
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777612,SERVICIOS DE CAPACITACION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N34-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703637,SERVICIOS DE CAPACITACION ,2015-02-24,2015-03-05,70000,MXN,Expirado,No,,,,2015-02-24 00:00:00 GMT,0,0,0,,Pequeña,ESCUELA MEXICANA DE ARCHIVOS AC,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526536
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777613,LEVANTAMIENTO DE INFORMACION E IMAGENES EN VIDEO DE LAS OBRAS DE INFRAESTRUCTURA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N35-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703651,LEVANTAMIENTO DE INFORMACION E IMAGENES EN VIDEO DE LAS OBRAS DE INFRAESTRUCTURA ,2015-02-24,2015-03-04,200000,MXN,Expirado,No,,,,2015-02-24 00:00:00 GMT,0,0,0,,Micro,FILMACIONES PORTUARIAS SC,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526552
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777616,PARTICIPACION DEL PUERTO DE VERACRUZ EN CONFERENCIAS Y EVENTOS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N36-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703672,PARTICIPACION DEL PUERTO DE VERACRUZ EN CONFERENCIAS Y EVENTOS ,2015-02-24,2015-02-25,27600,MXN,Expirado,No,,,,2015-02-24 00:00:00 GMT,0,0,0,,No MIPYME,"ASOC. MEX. DEL TRANSPORTE INTERMODAL, A.C.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526572
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777596,PARTICIPACION DEL PUERTO DE VERACRUZ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N31-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703607,PARTICIPACION DEL PUERTO DE VERACRUZ ,2015-02-23,2015-02-23,54638,MXN,Expirado,No,,,,2015-02-23 00:00:00 GMT,0,0,0,,No MIPYME,"ASOCIACION DE INDUSTRIALES DEL ESTADO DE VERACRUZ,A.C.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526495
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777595,RENOVACION DE SUSCRIPCION A MANTENIMIENTO PARA PRODUCTOS AUTODESK AUTOCAD,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N30-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703587,RENOVACION DE SUSCRIPCION A MANTENIMIENTO PARA PRODUCTOS AUTODESK AUTOCAD ,2015-02-20,2015-02-24,101852.46,MXN,Expirado,No,,,,2015-02-20 00:00:00 GMT,0,0,0,,Pequeña,COMERCIALIZADORA INFINICOM ,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526487
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777593,STAND PARA LA PARTICIPACION DEL PUERTO DE VERACRUZ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N29-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703519,STAND PARA LA PARTICIPACION DEL PUERTO DE VERACRUZ ,2015-02-19,2015-02-19,26500,MXN,Expirado,No,,,,2015-02-18 00:00:00 GMT,0,0,0,,Pequeña,PUNTO DE APOYO SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526423
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777578,ADQUISICIÓN DE CAFE EN GRANO MOLIDO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N28-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,703490,ADQUISICIÓN DE CAFE EN GRANO MOLIDO,2015-02-18,2015-03-23,42625,MXN,Expirado,No,,,,2015-02-18 00:00:00 GMT,0,0,0,,Mediana,"COMERCIALIZADORA FERNANDEZ RIVERO, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526408
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777571,HOJA MEMBRETADA TAMAÑO CARTA EN PAPEL BOND DE 37 KG. EN PAQUETES DE 500 HOJAS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N26-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,703451,HOJA MEMBRETADA TAMAÑO CARTA EN PAPEL BOND DE 37 KG. EN PAQUETES DE 500 HOJAS ,2015-02-12,2015-02-23,23900,MXN,Expirado,No,,,,2015-02-12 00:00:00 GMT,0,0,0,,Micro,AGUSTIN DAVID PEREZ CHIOTIZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526366
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777539,INVESTIGACION DE CAMPO Y ANALISIS CRIT PARA DOS MUESTRAS DE SEDIMENTO DE BAHIAS ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N24-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703406,INVESTIGACION DE CAMPO Y ANALISIS CRIT PARA DOS MUESTRAS DE SEDIMENTO DE BAHIAS,2015-02-12,2015-03-04,37100,MXN,Expirado,No,,,,2015-02-12 00:00:00 GMT,0,0,0,,Pequeña,SISTEMAS DE INGENIERIA AMBIENTAL SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526314
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777568,SERVICIOS PROFESIONALES PARA LA ELABORACION DEL ESTUDIO DE PROSPECTIVA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N25-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703438,SERVICIOS PROFESIONALES PARA LA ELABORACION DEL ESTUDIO DE PROSPECTIVA ,2015-02-10,2015-03-31,316000,MXN,Expirado,No,,,,2015-02-10 00:00:00 GMT,0,0,0,,Pequeña,DECIRES COMUNICACION EMPRESARIAL SC,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526332
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777525,CAPACITACION DE MAQUINARIA PESADA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N20-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703373,CAPACITACION DE MAQUINARIA PESADA,2015-02-10,2015-03-16,72386,MXN,Expirado,No,,,,2015-02-10 00:00:00 GMT,0,0,0,,Pequeña,UNION DE OPERADORES TRANSPORTISTAS SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526269
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777528,SERVICIO TELEFONICO CONVENCIONAL,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N21-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703380,SERVICIO TELEFONICO CONVENCIONAL ,2015-02-01,2015-02-28,34754.53,MXN,Expirado,No,,,,2015-02-10 00:00:00 GMT,0,0,0,,No MIPYME,Teléfonos de México S.A.B de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526274
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777538,SERVICIO DE INTERNET DEDICADO POR FIBRA OPTICA 20 MB,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N23-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703398,SERVICIO DE INTERNET DEDICADO POR FIBRA OPTICA 20 MB ,2015-02-01,2015-02-28,29644.45,MXN,Expirado,No,,,,2015-02-11 00:00:00 GMT,0,0,0,,No MIPYME,Teléfonos de México S.A.B de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526292
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777601,SERVICIOS DE RADIOLOCALIZACION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N32-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703611,SERVICIOS DE RADIOLOCALIZACION,2015-02-01,2015-02-28,29261.08,MXN,Expirado,No,,,,2015-02-24 00:00:00 GMT,0,0,0,,No MIPYME,COMUNICACIONES NEXTEL DE MEXICO SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526503
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,777574,SERVICIO DE RADIOLOCALIZACION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N27-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703477,SERVICIO DE RADIOLOCALIZACION ,2015-02-01,2015-02-28,29143.03,MXN,Expirado,No,,,,2015-02-12 00:00:00 GMT,0,0,0,,No MIPYME,COMUNICACIONES NEXTEL DE MEXICO SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526390
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758494,LIMPIEZA DE VENTANALES Y LETRAS DE LA ENTIDAD 2015,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N15-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686879,LIMPIEZA DE VENTANALES Y LETRAS DE LA ENTIDAD 2015 ,2015-01-30,2015-12-31,324000,MXN,Activo,No,,,,2015-01-30 00:00:00 GMT,0,0,0,,Micro,BUZOS INSPECTORES ASOCIADOS SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512181
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758451,MANTENIMIENTO PREVENTIVO A MOTOGENERADORES DE LA ISLA DE SACRIFICIOS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N13-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686854,MANTENIMIENTO PREVENTIVO A MOTOGENERADORES DE LA ISLA DE SACRIFICIOS ,2015-01-27,2015-02-02,55751.33,MXN,Expirado,No,,,,2015-01-27 00:00:00 GMT,0,0,0,,Pequeña,"SOLUCIONES EN INGENIERIA NAVAL, MARINA Y TERRESTRE SA DE CV",Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512173
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758474,DICTAMEN DE CPR SOBRE EL CALCULO DE CUOTAS POR SERVICIOS DE ALMACENAJE DE LAS ME,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N14-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686867,DICTAMEN DE CPR SOBRE EL CALCULO DE CUOTAS POR SERVICIOS DE ALMACENAJE DE LAS ME ,2015-01-27,2015-12-31,187200,MXN,Activo,No,,,,2015-01-27 00:00:00 GMT,0,0,0,,Pequeña,"EXPERTISE SERVICIOS DE ASESORIA INTEGRAL,S.C.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512177
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758435,LEVANTAMIENTO DE IMAGENES Y TESTIMONIOS DE LA OPERATIVIDAD ACTUAL DEL PUERTO DE ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N12-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686823,LEVANTAMIENTO DE IMAGENES Y TESTIMONIOS DE LA OPERATIVIDAD ACTUAL DEL PUERTO DE ,2015-01-23,2015-01-31,275000,MXN,Expirado,No,,,,2015-01-23 00:00:00 GMT,0,0,0,,Pequeña,FILMACIONES PORTUARIAS SC,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512167
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783899,BOLETOS DE AVION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N41-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708399,BOLETOS DE AVION ,2015-01-23,2015-02-23,29416,MXN,Expirado,No,,,,2015-03-06 00:00:00 GMT,0,0,0,,No MIPYME,AEROVIAS DE MEXICO,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=530989
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758426,SERVICIO DE CONEXION A INTERNET ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N11-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686816,SERVICIO DE CONEXION A INTERNET ,2015-01-22,2015-01-31,29644.45,MXN,Expirado,No,,,,2015-01-22 00:00:00 GMT,0,0,0,,No MIPYME,Teléfonos de México S.A.B de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512160
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758419,EXPEDICION DE FIANZA GARANTIA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N10-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686805,EXPEDICION DE FIANZA GARANTIA ,2015-01-21,2015-01-22,156703.19,MXN,Expirado,No,,,,2015-01-21 00:00:00 GMT,0,0,0,,No MIPYME,"AFIANZADORA ASERTA, S.A. DE C.V., GRUPO FINANCIERO ASERTA",No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512157
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758409,GASTOS DE ORDEN SOCIAL,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N9-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686795,GASTOS DE ORDEN SOCIAL,2015-01-21,2015-02-07,50000,MXN,Expirado,No,,,,2015-01-21 00:00:00 GMT,0,0,0,,No MIPYME,"CARRERA INTERNACIONAL DEL GOLFO 10 K, AC",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512154
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758396,PAGO DE ENDOSO DE PÓLIZAS DE SEGUROS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N8-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686789,PAGO DE ENDOSO DE PÓLIZAS DE SEGUROS ,2015-01-20,2015-01-21,103178.84,MXN,Expirado,No,,,,2015-01-20 00:00:00 GMT,0,0,0,,No MIPYME,AXA SEGUROS,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512151
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758385,SERVICIO DE RADICOMUNICACIÓN,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N7-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686763,SERVICIO DE RADICOMUNICACIÓN ,2015-01-19,2015-01-31,29143.03,MXN,Expirado,No,,,,2015-01-19 00:00:00 GMT,0,0,0,,No MIPYME,COMUNICACIONES NEXTEL DE MEXICO SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512148
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758383,SERVICIO DE RADIOLOCALIZACION,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N6-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,686753,SERVICIO DE RADIOLOCALIZACION ,2015-01-16,2015-01-30,29156.42,MXN,Expirado,No,,,,2015-01-16 00:00:00 GMT,0,0,0,,No MIPYME,COMUNICACIONES NEXTEL DE MEXICO SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512144
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758363,ADQUISICIÓN DE TONERS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N4-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,686730,ADQUISICIÓN DE TONERS ,2015-01-12,2015-01-19,277317.2,MXN,Expirado,No,,,,2015-01-12 00:00:00 GMT,0,0,0,,Pequeña,ROMANO DISTRIBUIDORA DE ARTICULOS SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512133
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,758375,ADQUISICIÓN DE TONERS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N5-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,686745,ADQUISICIÓN DE TONERS ,2015-01-12,2015-01-16,83913.94,MXN,Expirado,No,,,,2015-01-12 00:00:00 GMT,0,0,0,,Pequeña,"TRANSMISIONES DIGITALES Y COMPUTADORAS, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512137
